回答,送信完了：,コース,グループ,ID,フルネーム,管理者用ユーザ,Q00_経験調査,"Q00_Q2_if_(200,200)","Q00_Q2_if_(180,200)","Q00_Q2_if_(200,170)","Q00_Q2_if_(220,200)","Q00_Q2_if_(190,210)",Q00_age,Q00_sex,Q00_area,Q00_familyhouse,Q00_consensus
2731723,"2024/04/20 00:23:35",産業組織論　０１,,,匿名104,,"2 : 過去半年から１年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",19,"1 : 男性","4 : 中部地方",0,1
2731510,"2024/04/19 23:08:03",産業組織論　０１,,,匿名105,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"2 : 女性","9 : 海外",1,1
2729773,"2024/04/19 15:23:46",産業組織論　０１,,,匿名106,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",20,"1 : 男性","3 : 関東地方",1,1
2729633,"2024/04/19 15:03:06",産業組織論　０１,,,匿名107,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","4 : 中部地方",0,1
2729858,"2024/04/19 15:36:24",産業組織論　０１,,,匿名108,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","4 : 中部地方",1,1
2730009,"2024/04/19 16:08:39",産業組織論　０１,,,匿名109,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2728698,"2024/04/19 13:20:15",産業組織論　０１,,,匿名110,,"3 : １年以上前","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",20,"2 : 女性","3 : 関東地方",1,1
2729022,"2024/04/19 14:12:54",産業組織論　０１,,,匿名111,,"3 : １年以上前","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",20,"1 : 男性","3 : 関東地方",1,1
2728692,"2024/04/19 13:19:06",産業組織論　０１,,,匿名112,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2748950,"2024/04/24 16:48:55",産業組織論　０１,,,匿名113,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",20,"2 : 女性","3 : 関東地方",1,1
2741129,"2024/04/23 00:57:59",産業組織論　０１,,,匿名114,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",20,"1 : 男性","8 : 九州地方(沖縄含む)",0,1
2737788,"2024/04/22 14:09:12",産業組織論　０１,,,匿名115,,"2 : 過去半年から１年以内","2 : たけのこの里を買う","3 : どちらも買わない","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",19,"1 : 男性","4 : 中部地方",0,1
2731450,"2024/04/19 22:45:08",産業組織論　０１,,,匿名116,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","6 : 中国地方",0,1
2734360,"2024/04/21 13:32:30",産業組織論　０１,,,匿名117,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",20,"2 : 女性","3 : 関東地方",1,1
2733060,"2024/04/20 18:00:12",産業組織論　０１,,,匿名118,,"3 : １年以上前","3 : どちらも買わない","1 : きのこの山を買う","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない",20,"2 : 女性","3 : 関東地方",1,1
2749575,"2024/04/24 19:57:42",産業組織論　０１,,,匿名119,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","7 : 四国地方",0,1
2729618,"2024/04/19 15:00:49",産業組織論　０１,,,匿名120,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2730568,"2024/04/19 17:21:47",産業組織論　０１,,,匿名121,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2729698,"2024/04/19 15:13:37",産業組織論　０１,,,匿名122,,"1 : 過去半年以内","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2729354,"2024/04/19 14:41:58",産業組織論　０１,,,匿名123,,"1 : 過去半年以内","3 : どちらも買わない","3 : どちらも買わない","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2735624,"2024/04/21 21:59:17",産業組織論　０１,,,匿名124,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"2 : 女性","2 : 東北地方",0,1
2735190,"2024/04/21 19:27:43",産業組織論　０１,,,匿名125,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2728526,"2024/04/19 12:47:04",産業組織論　０１,,,匿名126,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2734371,"2024/04/21 13:40:41",産業組織論　０１,,,匿名127,,"2 : 過去半年から１年以内","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2728816,"2024/04/19 13:37:16",産業組織論　０１,,,匿名128,,"2 : 過去半年から１年以内","3 : どちらも買わない","1 : きのこの山を買う","3 : どちらも買わない","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2733724,"2024/04/21 00:16:34",産業組織論　０１,,,匿名129,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","1 : きのこの山を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2751152,"2024/04/25 11:08:26",産業組織論　０１,,,匿名130,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",20,"2 : 女性","9 : 海外",0,1
2729644,"2024/04/19 15:05:29",産業組織論　０１,,,匿名131,,"3 : １年以上前","3 : どちらも買わない","3 : どちらも買わない","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2728991,"2024/04/19 14:07:45",産業組織論　０１,,,匿名132,,"3 : １年以上前","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2731451,"2024/04/19 22:46:29",産業組織論　０１,,,匿名133,,"1 : 過去半年以内","1 : きのこの山を買う","3 : どちらも買わない","1 : きのこの山を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2738088,"2024/04/22 14:31:48",産業組織論　０１,,,匿名134,,"2 : 過去半年から１年以内","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","3 : どちらも買わない","1 : きのこの山を買う",20,"2 : 女性","4 : 中部地方",0,1
2733718,"2024/04/21 00:13:37",産業組織論　０１,,,匿名135,,"2 : 過去半年から１年以内","3 : どちらも買わない","3 : どちらも買わない","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2736678,"2024/04/22 09:54:27",産業組織論　０１,,,匿名136,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2742655,"2024/04/23 13:08:15",産業組織論　０１,,,匿名137,,"1 : 過去半年以内","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",0,1
2743501,"2024/04/23 15:09:49",産業組織論　０１,,,匿名138,,"3 : １年以上前","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"3 : 回答したくない","3 : 関東地方",1,1
2729825,"2024/04/19 15:31:20",産業組織論　０１,,,匿名139,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2728935,"2024/04/19 13:59:39",産業組織論　０１,,,匿名140,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2734512,"2024/04/21 14:48:51",産業組織論　０１,,,匿名141,,"2 : 過去半年から１年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","4 : 中部地方",0,1
2739688,"2024/04/22 17:37:04",産業組織論　０１,,,匿名142,,"3 : １年以上前","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2732435,"2024/04/20 12:19:08",産業組織論　０１,,,匿名143,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",20,"2 : 女性","1 : 北海道地方",0,1
2729702,"2024/04/19 15:14:42",産業組織論　０１,,,匿名144,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2747062,"2024/04/24 11:57:08",産業組織論　０１,,,匿名145,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2742671,"2024/04/23 13:12:18",産業組織論　０１,,,匿名146,,"3 : １年以上前","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2728701,"2024/04/19 13:21:08",産業組織論　０１,,,匿名147,,"2 : 過去半年から１年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","2 : 東北地方",1,1
2728610,"2024/04/19 13:03:49",産業組織論　０１,,,匿名148,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",20,"2 : 女性","3 : 関東地方",1,1
2730979,"2024/04/19 18:55:04",産業組織論　０１,,,匿名149,,"3 : １年以上前","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2732702,"2024/04/20 14:56:43",産業組織論　０１,,,匿名150,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2733063,"2024/04/20 18:03:21",産業組織論　０１,,,匿名151,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2734951,"2024/04/21 17:49:28",産業組織論　０１,,,匿名152,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2734463,"2024/04/21 14:20:13",産業組織論　０１,,,匿名153,,"2 : 過去半年から１年以内","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",20,"1 : 男性","3 : 関東地方",1,1
2740460,"2024/04/22 21:47:44",産業組織論　０１,,,匿名154,,"2 : 過去半年から１年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","9 : 海外",1,1
2749501,"2024/04/24 19:31:32",産業組織論　０１,,,匿名155,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",19,"2 : 女性","6 : 中国地方",0,1
2729778,"2024/04/19 15:23:55",産業組織論　０１,,,匿名156,,"2 : 過去半年から１年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",21,"1 : 男性","3 : 関東地方",0,1
2732581,"2024/04/20 13:59:04",産業組織論　０１,,,匿名157,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2730572,"2024/04/19 17:22:03",産業組織論　０１,,,匿名158,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"2 : 女性","3 : 関東地方",1,1
2740578,"2024/04/22 22:22:57",産業組織論　０１,,,匿名159,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","9 : 海外",1,1
2738226,"2024/04/22 14:42:50",産業組織論　０１,,,匿名160,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"2 : 女性","3 : 関東地方",1,1
2735426,"2024/04/21 20:57:31",産業組織論　０１,,,匿名161,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2734620,"2024/04/21 15:37:48",産業組織論　０１,,,匿名162,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",20,"2 : 女性","3 : 関東地方",1,1
2731191,"2024/04/19 20:22:00",産業組織論　０１,,,匿名163,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2735501,"2024/04/21 21:26:22",産業組織論　０１,,,匿名164,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"2 : 女性","3 : 関東地方",1,1
2736730,"2024/04/22 10:10:38",産業組織論　０１,,,匿名165,,"3 : １年以上前","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2731399,"2024/04/19 22:20:07",産業組織論　０１,,,匿名166,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2749112,"2024/04/24 17:20:37",産業組織論　０１,,,匿名167,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2741025,"2024/04/23 00:06:48",産業組織論　０１,,,匿名168,,"2 : 過去半年から１年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2728551,"2024/04/19 12:50:41",産業組織論　０１,,,匿名169,,"3 : １年以上前","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",0,1
2731982,"2024/04/20 09:47:59",産業組織論　０１,,,匿名170,,"3 : １年以上前","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",20,"1 : 男性","3 : 関東地方",1,1
2731050,"2024/04/19 19:18:45",産業組織論　０１,,,匿名171,,"3 : １年以上前","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない",20,"1 : 男性","3 : 関東地方",1,1
2728821,"2024/04/19 13:37:37",産業組織論　０１,,,匿名172,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","1 : きのこの山を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2739630,"2024/04/22 17:24:40",産業組織論　０１,,,匿名173,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2728694,"2024/04/19 13:20:03",産業組織論　０１,,,匿名174,,"1 : 過去半年以内","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",20,"2 : 女性","2 : 東北地方",0,1
2729700,"2024/04/19 15:14:10",産業組織論　０１,,,匿名175,,"2 : 過去半年から１年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",20,"1 : 男性","3 : 関東地方",1,1
2728560,"2024/04/19 12:53:31",産業組織論　０１,,,匿名176,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2728468,"2024/04/19 12:31:03",産業組織論　０１,,,匿名177,,"3 : １年以上前","2 : たけのこの里を買う","3 : どちらも買わない","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",20,"1 : 男性","3 : 関東地方",1,1
2747444,"2024/04/24 12:53:14",産業組織論　０１,,,匿名178,,"1 : 過去半年以内","2 : たけのこの里を買う","3 : どちらも買わない","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",19,"1 : 男性","7 : 四国地方",0,1
2728578,"2024/04/19 12:57:08",産業組織論　０１,,,匿名179,,"3 : １年以上前","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2735615,"2024/04/21 21:56:41",産業組織論　０１,,,匿名180,,"3 : １年以上前","3 : どちらも買わない","3 : どちらも買わない","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",20,"1 : 男性","1 : 北海道地方",0,1
2750726,"2024/04/25 02:38:52",産業組織論　０１,,,匿名181,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2731415,"2024/04/19 22:30:20",産業組織論　０１,,,匿名182,,"1 : 過去半年以内","3 : どちらも買わない","1 : きのこの山を買う","3 : どちらも買わない","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","8 : 九州地方(沖縄含む)",0,1
2743012,"2024/04/23 14:10:30",産業組織論　０１,,,匿名183,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2747980,"2024/04/24 14:44:49",産業組織論　０１,,,匿名184,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2728796,"2024/04/19 13:33:51",産業組織論　０１,,,匿名185,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2729725,"2024/04/19 15:17:49",産業組織論　０１,,,匿名186,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2750505,"2024/04/25 00:09:51",産業組織論　０１,,,匿名187,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2732850,"2024/04/20 16:01:58",産業組織論　０１,,,匿名188,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2729919,"2024/04/19 15:50:47",産業組織論　０１,,,匿名189,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2729767,"2024/04/19 15:22:14",産業組織論　０１,,,匿名190,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2728493,"2024/04/19 12:39:06",産業組織論　０１,,,匿名191,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2729123,"2024/04/19 14:26:15",産業組織論　０１,,,匿名192,,"2 : 過去半年から１年以内","3 : どちらも買わない","3 : どちらも買わない","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2732454,"2024/04/20 12:33:56",産業組織論　０１,,,匿名193,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う",19,"1 : 男性","4 : 中部地方",0,1
2728638,"2024/04/19 13:10:02",産業組織論　０１,,,匿名194,,"1 : 過去半年以内","2 : たけのこの里を買う","3 : どちらも買わない","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",19,"2 : 女性","3 : 関東地方",1,1
2731207,"2024/04/19 20:36:27",産業組織論　０１,,,匿名195,,"3 : １年以上前","1 : きのこの山を買う","1 : きのこの山を買う","3 : どちらも買わない","3 : どちらも買わない","1 : きのこの山を買う",21,"3 : 回答したくない","3 : 関東地方",1,0
2735862,"2024/04/21 22:58:13",産業組織論　０１,,,匿名196,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","4 : 中部地方",0,1
2729990,"2024/04/19 16:03:31",産業組織論　０１,,,匿名197,,"3 : １年以上前","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2733797,"2024/04/21 01:22:09",産業組織論　０１,,,匿名198,,"1 : 過去半年以内","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",20,"2 : 女性","7 : 四国地方",0,1
2729202,"2024/04/19 14:35:22",産業組織論　０１,,,匿名199,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2745539,"2024/04/23 22:55:49",産業組織論　０１,,,匿名200,,"1 : 過去半年以内","3 : どちらも買わない","3 : どちらも買わない","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2731154,"2024/04/19 20:03:38",産業組織論　０１,,,匿名201,,"3 : １年以上前","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2732726,"2024/04/20 15:08:52",産業組織論　０１,,,匿名202,,"2 : 過去半年から１年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2728763,"2024/04/19 13:29:47",産業組織論　０１,,,匿名203,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2735499,"2024/04/21 21:26:04",産業組織論　０１,,,匿名204,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2728474,"2024/04/19 12:32:24",産業組織論　０１,,,匿名205,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",20,"1 : 男性","3 : 関東地方",1,1
2744664,"2024/04/23 18:41:38",産業組織論　０１,,,匿名206,,"1 : 過去半年以内","3 : どちらも買わない","3 : どちらも買わない","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2744744,"2024/04/23 19:03:24",産業組織論　０１,,,匿名207,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"2 : 女性","4 : 中部地方",0,1
2736709,"2024/04/22 10:02:51",産業組織論　０１,,,匿名208,,"2 : 過去半年から１年以内","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
