,V1,V2,V3,V4,V5,V6,V7,V8
7624,153,24,3,1,1,0,0,0
7625,153,25,3,1,1,0,-1,0
7626,153,26,1,1,0,0,0,0
7627,153,27,1,1,0,0,0,1
7628,153,28,6,2,0,1,0,0
7629,153,29,2,1,0,1,1,0
7630,153,30,4,1,1,1,-1,-1
7631,153,31,1,1,0,0,1,0
7632,153,32,3,1,1,0,0,1
7633,153,33,8,2,1,1,0,0
7634,153,34,8,2,1,1,-1,0
7635,153,35,2,1,0,1,1,0
7636,153,36,8,2,1,1,0,0
7637,153,37,4,1,1,1,0,0
7638,153,38,4,1,1,1,-1,0
7639,153,39,2,1,0,1,1,0
7640,153,40,4,1,1,1,0,0
7641,153,41,4,1,1,1,0,0
7642,153,42,4,1,1,1,0,-1
7643,153,43,7,2,1,0,0,0
7644,153,44,7,2,1,0,-1,0
7645,153,45,5,2,0,0,1,0
7646,153,46,7,2,1,0,0,1
7647,153,47,8,2,1,1,0,0
7648,153,48,8,2,1,1,0,0
7649,153,49,8,2,1,1,-1,0
7650,153,50,2,1,0,1,0,0
7651,154,1,1,1,0,0,1,0
7652,154,2,7,2,1,0,0,1
7653,154,3,8,2,1,1,0,0
7654,154,4,4,1,1,1,0,0
7655,154,5,4,1,1,1,0,0
7656,154,6,4,1,1,1,-1,0
7657,154,7,6,2,0,1,0,0
7658,154,8,6,2,0,1,0,-1
7659,154,9,5,2,0,0,1,0
7660,154,10,7,2,1,0,0,0
7661,154,11,7,2,1,0,0,0
7662,154,12,7,2,1,0,-1,1
7663,154,13,6,2,0,1,0,0
7664,154,14,6,2,0,1,1,0
7665,154,15,8,2,1,1,0,0
7666,154,16,4,1,1,1,-1,0
7667,154,17,6,2,0,1,0,0
7668,154,18,2,1,0,1,1,0
7669,154,19,8,2,1,1,0,0
7670,154,20,8,2,1,1,0,-1
7671,154,21,3,1,1,0,0,0
7672,154,22,3,1,1,0,0,0
7673,154,23,3,1,1,0,0,1
7674,154,24,4,1,1,1,0,0
7675,154,25,4,1,1,1,-1,0
7676,154,26,2,1,0,1,0,0
7677,154,27,2,1,0,1,0,0
7678,154,28,2,1,0,1,0,0
7679,154,29,2,1,0,1,0,0
7680,154,30,2,1,0,1,0,0
7681,154,31,2,1,0,1,0,0
7682,154,32,2,1,0,1,1,-1
7683,154,33,3,1,1,0,0,0
7684,154,34,7,2,1,0,-1,0
7685,154,35,5,2,0,0,0,0
7686,154,36,1,1,0,0,1,0
7687,154,37,3,1,1,0,0,1
7688,154,38,8,2,1,1,0,0
7689,154,39,8,2,1,1,0,0
7690,154,40,4,1,1,1,0,0
7691,154,41,4,1,1,1,0,0
7692,154,42,4,1,1,1,0,0
7693,154,43,4,1,1,1,0,-1
7694,154,44,3,1,1,0,-1,1
7695,154,45,2,1,0,1,0,0
7696,154,46,2,1,0,1,0,0
7697,154,47,2,1,0,1,1,0
7698,154,48,4,1,1,1,0,0
7699,154,49,4,1,1,1,0,0
7700,154,50,8,2,1,1,0,0
7701,155,1,3,1,1,0,-1,0
7702,155,2,1,1,0,0,0,0
7703,155,3,1,1,0,0,0,0
7704,155,4,1,1,0,0,0,0
7705,155,5,1,1,0,0,0,0
7706,155,6,1,1,0,0,0,0
7707,155,7,1,1,0,0,0,1
7708,155,8,6,2,0,1,0,0
7709,155,9,2,1,0,1,0,0
7710,155,10,2,1,0,1,0,0
7711,155,11,2,1,0,1,0,-1
7712,155,12,1,1,0,0,0,0
7713,155,13,1,1,0,0,0,0
7714,155,14,1,1,0,0,0,0
7715,155,15,1,1,0,0,0,1
7716,155,16,6,2,0,1,0,0
7717,155,17,6,2,0,1,0,0
7718,155,18,6,2,0,1,0,0
7719,155,19,6,2,0,1,0,-1
7720,155,20,5,2,0,0,0,1
7721,155,21,6,2,0,1,0,-1
7722,155,22,5,2,0,0,1,0
7723,155,23,3,1,1,0,0,0
7724,155,24,7,2,1,0,0,0
7725,155,25,7,2,1,0,-1,0
7726,155,26,1,1,0,0,0,0
7727,155,27,1,1,0,0,1,1
7728,155,28,4,1,1,1,-1,0
7729,155,29,6,2,0,1,0,0
7730,155,30,2,1,0,1,0,0
7731,155,31,2,1,0,1,1,0
7732,155,32,4,1,1,1,0,0
7733,155,33,4,1,1,1,0,0
7734,155,34,4,1,1,1,0,0
7735,155,35,4,1,1,1,0,0
7736,155,36,4,1,1,1,-1,0
7737,155,37,6,2,0,1,1,0
7738,155,38,4,1,1,1,0,0
7739,155,39,4,1,1,1,0,0
7740,155,40,8,2,1,1,0,0
7741,155,41,8,2,1,1,0,0
7742,155,42,8,2,1,1,0,0
7743,155,43,4,1,1,1,0,0
7744,155,44,8,2,1,1,0,0
7745,155,45,8,2,1,1,0,0
7746,155,46,4,1,1,1,0,0
7747,155,47,4,1,1,1,0,0
7748,155,48,4,1,1,1,0,0
7749,155,49,8,2,1,1,0,0
7750,155,50,8,2,1,1,0,-1
7751,156,1,1,1,0,0,0,0
7752,156,2,1,1,0,0,1,0
7753,156,3,3,1,1,0,0,0
7754,156,4,7,2,1,0,0,0
7755,156,5,7,2,1,0,0,1
7756,156,6,8,2,1,1,0,-1
7757,156,7,7,2,1,0,0,0
7758,156,8,3,1,1,0,-1,1
7759,156,9,2,1,0,1,0,0
7760,156,10,2,1,0,1,0,0
7761,156,11,6,2,0,1,0,0
7762,156,12,6,2,0,1,1,0
7763,156,13,8,2,1,1,0,0
7764,156,14,8,2,1,1,0,0
7765,156,15,8,2,1,1,0,0
7766,156,16,8,2,1,1,0,0
7767,156,17,8,2,1,1,0,0
7768,156,18,8,2,1,1,0,0
7769,156,19,8,2,1,1,-1,0
7770,156,20,2,1,0,1,0,0
7771,156,21,2,1,0,1,0,0
7772,156,22,2,1,0,1,1,0
7773,156,23,8,2,1,1,0,0
7774,156,24,8,2,1,1,-1,0
7775,156,25,2,1,0,1,1,0
7776,156,26,4,1,1,1,-1,-1
7777,156,27,5,2,0,0,0,0
7778,156,28,5,2,0,0,1,1
7779,156,29,8,2,1,1,0,0
7780,156,30,8,2,1,1,0,-1
7781,156,31,7,2,1,0,0,0
7782,156,32,7,2,1,0,0,0
7783,156,33,7,2,1,0,0,0
7784,156,34,3,1,1,0,0,0
7785,156,35,7,2,1,0,-1,0
7786,156,36,1,1,0,0,1,1
7787,156,37,4,1,1,1,-1,0
7788,156,38,6,2,0,1,1,0
7789,156,39,8,2,1,1,0,0
7790,156,40,8,2,1,1,0,0
7791,156,41,8,2,1,1,0,-1
7792,156,42,7,2,1,0,0,0
7793,156,43,3,1,1,0,0,0
7794,156,44,3,1,1,0,-1,0
7795,156,45,5,2,0,0,1,0
7796,156,46,7,2,1,0,0,1
7797,156,47,8,2,1,1,0,0
7798,156,48,4,1,1,1,0,-1
7799,156,49,3,1,1,0,-1,0
7800,156,50,1,1,0,0,0,0
7801,157,1,8,2,1,1,-1,0
7802,157,2,6,2,0,1,0,0
7803,157,3,2,1,0,1,0,0
7804,157,4,2,1,0,1,1,0
7805,157,5,4,1,1,1,0,-1
7806,157,6,3,1,1,0,0,0
7807,157,7,7,2,1,0,0,0
7808,157,8,7,2,1,0,0,0
7809,157,9,7,2,1,0,0,0
7810,157,10,7,2,1,0,0,0
7811,157,11,7,2,1,0,0,0
7812,157,12,7,2,1,0,0,0
7813,157,13,7,2,1,0,0,0
7814,157,14,7,2,1,0,0,0
7815,157,15,7,2,1,0,0,0
7816,157,16,3,1,1,0,0,1
7817,157,17,4,1,1,1,0,0
7818,157,18,4,1,1,1,0,0
7819,157,19,4,1,1,1,0,0
7820,157,20,4,1,1,1,0,-1
7821,157,21,7,2,1,0,-1,0
7822,157,22,1,1,0,0,0,1
7823,157,23,2,1,0,1,0,0
7824,157,24,6,2,0,1,1,-1
7825,157,25,7,2,1,0,0,0
7826,157,26,7,2,1,0,0,0
7827,157,27,3,1,1,0,0,0
7828,157,28,3,1,1,0,0,0
7829,157,29,7,2,1,0,0,0
7830,157,30,7,2,1,0,0,0
7831,157,31,7,2,1,0,0,0
7832,157,32,7,2,1,0,0,0
7833,157,33,7,2,1,0,0,0
7834,157,34,3,1,1,0,0,0
7835,157,35,3,1,1,0,0,1
7836,157,36,8,2,1,1,-1,-1
7837,157,37,5,2,0,0,1,0
7838,157,38,3,1,1,0,0,0
7839,157,39,7,2,1,0,0,0
7840,157,40,7,2,1,0,0,1
7841,157,41,4,1,1,1,-1,0
7842,157,42,2,1,0,1,0,0
7843,157,43,2,1,0,1,1,0
7844,157,44,4,1,1,1,-1,-1
7845,157,45,1,1,0,0,0,1
7846,157,46,2,1,0,1,0,-1
7847,157,47,1,1,0,0,0,0
7848,157,48,1,1,0,0,0,1
7849,157,49,6,2,0,1,0,0
7850,157,50,6,2,0,1,0,0
7851,158,1,8,2,1,1,-1,0
7852,158,2,6,2,0,1,0,0
7853,158,3,6,2,0,1,0,0
7854,158,4,2,1,0,1,1,0
7855,158,5,4,1,1,1,-1,0
7856,158,6,2,1,0,1,0,0
7857,158,7,2,1,0,1,0,0
7858,158,8,2,1,0,1,1,-1
7859,158,9,3,1,1,0,-1,0
7860,158,10,5,2,0,0,1,0
7861,158,11,3,1,1,0,-1,0
7862,158,12,1,1,0,0,0,1
7863,158,13,2,1,0,1,0,0
7864,158,14,2,1,0,1,0,0
7865,158,15,2,1,0,1,0,0
7866,158,16,2,1,0,1,0,-1
7867,158,17,1,1,0,0,1,1
7868,158,18,4,1,1,1,0,0
7869,158,19,4,1,1,1,0,0
7870,158,20,4,1,1,1,-1,0
7871,158,21,2,1,0,1,0,0
7872,158,22,6,2,0,1,0,0
7873,158,23,6,2,0,1,0,0
7874,158,24,6,2,0,1,1,-1
7875,158,25,3,1,1,0,0,0
7876,158,26,3,1,1,0,0,0
7877,158,27,7,2,1,0,-1,0
7878,158,28,5,2,0,0,0,0
7879,158,29,5,2,0,0,0,1
7880,158,30,6,2,0,1,0,0
7881,158,31,2,1,0,1,0,-1
7882,158,32,5,2,0,0,0,0
7883,158,33,1,1,0,0,0,0
7884,158,34,1,1,0,0,0,0
7885,158,35,1,1,0,0,0,0
7886,158,36,5,2,0,0,0,0
7887,158,37,5,2,0,0,0,0
7888,158,38,5,2,0,0,0,0
7889,158,39,5,2,0,0,0,1
7890,158,40,2,1,0,1,0,0
7891,158,41,2,1,0,1,0,0
7892,158,42,2,1,0,1,0,0
7893,158,43,2,1,0,1,0,0
7894,158,44,2,1,0,1,1,0
7895,158,45,4,1,1,1,0,0
7896,158,46,8,2,1,1,0,0
7897,158,47,4,1,1,1,0,0
7898,158,48,8,2,1,1,0,0
7899,158,49,4,1,1,1,-1,0
7900,158,50,2,1,0,1,0,-1
7901,159,1,8,2,1,1,0,0
7902,159,2,8,2,1,1,0,-1
7903,159,3,7,2,1,0,0,0
7904,159,4,7,2,1,0,0,0
7905,159,5,7,2,1,0,0,0
7906,159,6,7,2,1,0,-1,0
7907,159,7,5,2,0,0,0,1
7908,159,8,2,1,0,1,1,0
7909,159,9,4,1,1,1,0,0
7910,159,10,4,1,1,1,0,0
7911,159,11,4,1,1,1,0,0
7912,159,12,4,1,1,1,0,0
7913,159,13,4,1,1,1,0,0
7914,159,14,8,2,1,1,0,0
7915,159,15,4,1,1,1,0,0
7916,159,16,8,2,1,1,0,0
7917,159,17,8,2,1,1,0,0
7918,159,18,8,2,1,1,0,-1
7919,159,19,7,2,1,0,0,1
7920,159,20,8,2,1,1,0,0
7921,159,21,8,2,1,1,0,-1
7922,159,22,7,2,1,0,0,0
7923,159,23,3,1,1,0,0,1
7924,159,24,4,1,1,1,0,0
7925,159,25,8,2,1,1,0,0
7926,159,26,8,2,1,1,0,0
7927,159,27,8,2,1,1,0,-1
7928,159,28,7,2,1,0,0,0
7929,159,29,3,1,1,0,-1,0
7930,159,30,1,1,0,0,1,0
7931,159,31,3,1,1,0,0,0
7932,159,32,3,1,1,0,0,1
7933,159,33,8,2,1,1,0,0
7934,159,34,4,1,1,1,-1,0
7935,159,35,2,1,0,1,0,0
7936,159,36,2,1,0,1,0,0
7937,159,37,6,2,0,1,1,0
7938,159,38,8,2,1,1,0,0
7939,159,39,8,2,1,1,0,0
7940,159,40,4,1,1,1,-1,0
7941,159,41,6,2,0,1,1,-1
7942,159,42,7,2,1,0,0,1
7943,159,43,4,1,1,1,0,0
7944,159,44,4,1,1,1,0,0
7945,159,45,4,1,1,1,0,0
7946,159,46,4,1,1,1,-1,-1
7947,159,47,1,1,0,0,1,1
7948,159,48,4,1,1,1,0,0
7949,159,49,4,1,1,1,-1,0
7950,159,50,2,1,0,1,0,0
7951,160,1,8,2,1,1,-1,-1
7952,160,2,1,1,0,0,1,0
7953,160,3,3,1,1,0,0,0
7954,160,4,3,1,1,0,0,0
7955,160,5,3,1,1,0,0,0
7956,160,6,3,1,1,0,0,1
7957,160,7,4,1,1,1,0,0
7958,160,8,4,1,1,1,0,-1
7959,160,9,7,2,1,0,0,1
7960,160,10,8,2,1,1,0,0
7961,160,11,4,1,1,1,0,0
7962,160,12,8,2,1,1,0,0
7963,160,13,8,2,1,1,0,-1
7964,160,14,3,1,1,0,0,1
7965,160,15,4,1,1,1,0,0
7966,160,16,4,1,1,1,0,0
7967,160,17,4,1,1,1,0,-1
7968,160,18,7,2,1,0,-1,0
7969,160,19,1,1,0,0,1,0
7970,160,20,3,1,1,0,0,0
7971,160,21,3,1,1,0,0,0
7972,160,22,3,1,1,0,0,1
7973,160,23,8,2,1,1,0,-1
7974,160,24,7,2,1,0,0,1
7975,160,25,4,1,1,1,0,0
7976,160,26,4,1,1,1,0,0
7977,160,27,4,1,1,1,0,-1
7978,160,28,3,1,1,0,0,0
7979,160,29,3,1,1,0,0,0
7980,160,30,3,1,1,0,-1,1
7981,160,31,2,1,0,1,0,-1
7982,160,32,5,2,0,0,0,0
7983,160,33,5,2,0,0,0,0
7984,160,34,5,2,0,0,1,0
7985,160,35,7,2,1,0,0,0
7986,160,36,7,2,1,0,0,0
7987,160,37,7,2,1,0,0,1
7988,160,38,8,2,1,1,-1,0
7989,160,39,6,2,0,1,0,-1
7990,160,40,5,2,0,0,1,0
7991,160,41,7,2,1,0,0,1
7992,160,42,8,2,1,1,0,0
7993,160,43,4,1,1,1,0,0
7994,160,44,4,1,1,1,0,0
7995,160,45,8,2,1,1,0,-1
7996,160,46,3,1,1,0,0,0
7997,160,47,3,1,1,0,0,0
7998,160,48,3,1,1,0,0,1
7999,160,49,8,2,1,1,-1,0
8000,160,50,6,2,0,1,0,-1
8001,161,1,2,1,0,1,1,-1
8002,161,2,3,1,1,0,0,0
8003,161,3,7,2,1,0,0,0
8004,161,4,7,2,1,0,0,0
8005,161,5,3,1,1,0,-1,1
8006,161,6,2,1,0,1,0,0
8007,161,7,2,1,0,1,0,0
8008,161,8,2,1,0,1,0,0
8009,161,9,2,1,0,1,0,0
8010,161,10,6,2,0,1,0,0
8011,161,11,6,2,0,1,0,0
8012,161,12,2,1,0,1,0,0
8013,161,13,6,2,0,1,1,0
8014,161,14,4,1,1,1,0,0
8015,161,15,4,1,1,1,0,-1
8016,161,16,3,1,1,0,0,1
8017,161,17,4,1,1,1,-1,-1
8018,161,18,1,1,0,0,0,0
8019,161,19,5,2,0,0,1,0
8020,161,20,3,1,1,0,-1,0
8021,161,21,5,2,0,0,0,1
8022,161,22,2,1,0,1,1,-1
8023,161,23,3,1,1,0,0,1
8024,161,24,8,2,1,1,0,-1
8025,161,25,7,2,1,0,0,0
8026,161,26,3,1,1,0,0,1
8027,161,27,4,1,1,1,0,0
8028,161,28,8,2,1,1,0,-1
8029,161,29,7,2,1,0,0,0
8030,161,30,7,2,1,0,0,0
8031,161,31,7,2,1,0,0,1
8032,161,32,8,2,1,1,-1,-1
8033,161,33,5,2,0,0,0,0
8034,161,34,5,2,0,0,1,0
8035,161,35,7,2,1,0,0,1
8036,161,36,4,1,1,1,0,-1
8037,161,37,3,1,1,0,0,0
8038,161,38,3,1,1,0,0,0
8039,161,39,3,1,1,0,0,0
8040,161,40,7,2,1,0,0,1
8041,161,41,8,2,1,1,0,-1
8042,161,42,7,2,1,0,0,0
8043,161,43,3,1,1,0,0,0
8044,161,44,7,2,1,0,0,0
8045,161,45,3,1,1,0,0,0
8046,161,46,3,1,1,0,-1,1
8047,161,47,6,2,0,1,1,0
8048,161,48,4,1,1,1,0,-1
8049,161,49,3,1,1,0,0,1
8050,161,50,8,2,1,1,0,0
8051,162,1,1,1,0,0,0,1
8052,162,2,2,1,0,1,0,0
8053,162,3,2,1,0,1,0,-1
8054,162,4,1,1,0,0,0,0
8055,162,5,1,1,0,0,0,0
8056,162,6,5,2,0,0,1,0
8057,162,7,7,2,1,0,0,0
8058,162,8,7,2,1,0,0,0
8059,162,9,3,1,1,0,0,0
8060,162,10,7,2,1,0,0,0
8061,162,11,3,1,1,0,-1,0
8062,162,12,1,1,0,0,0,1
8063,162,13,2,1,0,1,0,0
8064,162,14,2,1,0,1,0,0
8065,162,15,2,1,0,1,1,0
8066,162,16,4,1,1,1,0,0
8067,162,17,4,1,1,1,0,0
8068,162,18,4,1,1,1,-1,0
8069,162,19,6,2,0,1,1,-1
8070,162,20,3,1,1,0,0,1
8071,162,21,4,1,1,1,0,0
8072,162,22,4,1,1,1,0,-1
8073,162,23,3,1,1,0,0,0
8074,162,24,7,2,1,0,0,0
8075,162,25,3,1,1,0,0,0
8076,162,26,7,2,1,0,0,1
8077,162,27,8,2,1,1,0,0
8078,162,28,4,1,1,1,0,0
8079,162,29,4,1,1,1,0,0
8080,162,30,8,2,1,1,0,0
8081,162,31,4,1,1,1,0,-1
8082,162,32,3,1,1,0,0,0
8083,162,33,7,2,1,0,0,0
8084,162,34,7,2,1,0,0,0
8085,162,35,7,2,1,0,0,0
8086,162,36,3,1,1,0,0,0
8087,162,37,3,1,1,0,0,0
8088,162,38,3,1,1,0,0,0
8089,162,39,3,1,1,0,0,0
8090,162,40,7,2,1,0,0,0
8091,162,41,7,2,1,0,0,0
8092,162,42,3,1,1,0,0,0
8093,162,43,3,1,1,0,0,1
8094,162,44,4,1,1,1,-1,-1
8095,162,45,1,1,0,0,1,0
8096,162,46,3,1,1,0,0,0
8097,162,47,3,1,1,0,0,1
8098,162,48,8,2,1,1,0,0
8099,162,49,8,2,1,1,0,0
8100,162,50,8,2,1,1,0,-1
8101,163,1,2,1,0,1,0,0
8102,163,2,2,1,0,1,0,0
8103,163,3,2,1,0,1,1,-1
8104,163,4,7,2,1,0,0,1
8105,163,5,8,2,1,1,-1,0
8106,163,6,6,2,0,1,0,0
8107,163,7,6,2,0,1,0,0
8108,163,8,6,2,0,1,0,-1
8109,163,9,5,2,0,0,0,0
8110,163,10,5,2,0,0,0,0
8111,163,11,5,2,0,0,0,0
8112,163,12,5,2,0,0,0,0
8113,163,13,5,2,0,0,0,0
8114,163,14,5,2,0,0,1,0
8115,163,15,7,2,1,0,0,0
8116,163,16,7,2,1,0,0,0
8117,163,17,3,1,1,0,0,0
8118,163,18,3,1,1,0,0,0
8119,163,19,3,1,1,0,0,1
8120,163,20,8,2,1,1,0,0
8121,163,21,8,2,1,1,0,0
8122,163,22,8,2,1,1,0,0
8123,163,23,8,2,1,1,0,-1
8124,163,24,7,2,1,0,0,0
8125,163,25,7,2,1,0,0,0
8126,163,26,7,2,1,0,0,0
8127,163,27,7,2,1,0,0,0
8128,163,28,3,1,1,0,0,1
8129,163,29,8,2,1,1,0,0
8130,163,30,8,2,1,1,0,-1
8131,163,31,7,2,1,0,0,0
8132,163,32,7,2,1,0,0,0
8133,163,33,3,1,1,0,0,0
8134,163,34,7,2,1,0,0,0
8135,163,35,3,1,1,0,0,0
8136,163,36,3,1,1,0,0,0
8137,163,37,7,2,1,0,0,0
8138,163,38,3,1,1,0,-1,0
8139,163,39,5,2,0,0,0,0
8140,163,40,5,2,0,0,0,0
8141,163,41,5,2,0,0,0,1
8142,163,42,6,2,0,1,0,-1
8143,163,43,5,2,0,0,0,1
8144,163,44,6,2,0,1,1,-1
8145,163,45,7,2,1,0,0,0
8146,163,46,7,2,1,0,0,0
8147,163,47,3,1,1,0,0,0
8148,163,48,3,1,1,0,-1,0
8149,163,49,1,1,0,0,1,0
8150,163,50,3,1,1,0,-1,1
8151,164,1,5,2,0,0,0,0
8152,164,2,5,2,0,0,0,0
8153,164,3,5,2,0,0,1,1
8154,164,4,8,2,1,1,0,0
8155,164,5,4,1,1,1,0,-1
8156,164,6,3,1,1,0,0,0
8157,164,7,7,2,1,0,0,0
8158,164,8,3,1,1,0,-1,0
8159,164,9,5,2,0,0,0,0
8160,164,10,5,2,0,0,0,0
8161,164,11,5,2,0,0,0,0
8162,164,12,1,1,0,0,0,0
8163,164,13,1,1,0,0,0,0
8164,164,14,1,1,0,0,1,0
8165,164,15,7,2,1,0,0,0
8166,164,16,7,2,1,0,0,0
8167,164,17,3,1,1,0,-1,0
8168,164,18,1,1,0,0,0,1
8169,164,19,2,1,0,1,1,0
8170,164,20,4,1,1,1,-1,0
8171,164,21,2,1,0,1,0,0
8172,164,22,2,1,0,1,1,-1
8173,164,23,3,1,1,0,0,1
8174,164,24,8,2,1,1,0,0
8175,164,25,8,2,1,1,0,0
8176,164,26,8,2,1,1,0,0
8177,164,27,4,1,1,1,0,0
8178,164,28,8,2,1,1,-1,0
8179,164,29,2,1,0,1,0,-1
8180,164,30,1,1,0,0,0,0
8181,164,31,1,1,0,0,1,0
8182,164,32,3,1,1,0,0,0
8183,164,33,7,2,1,0,0,0
8184,164,34,3,1,1,0,0,1
8185,164,35,4,1,1,1,0,0
8186,164,36,8,2,1,1,0,-1
8187,164,37,7,2,1,0,0,0
8188,164,38,3,1,1,0,0,0
8189,164,39,3,1,1,0,0,0
8190,164,40,3,1,1,0,0,0
8191,164,41,3,1,1,0,0,0
8192,164,42,3,1,1,0,0,0
8193,164,43,3,1,1,0,0,0
8194,164,44,7,2,1,0,0,0
8195,164,45,7,2,1,0,0,0
8196,164,46,7,2,1,0,0,0
8197,164,47,7,2,1,0,0,0
8198,164,48,7,2,1,0,-1,0
8199,164,49,5,2,0,0,0,0
8200,164,50,5,2,0,0,1,0
8201,165,1,4,1,1,1,0,0
8202,165,2,4,1,1,1,0,0
8203,165,3,8,2,1,1,0,-1
8204,165,4,7,2,1,0,-1,0
8205,165,5,1,1,0,0,0,0
8206,165,6,1,1,0,0,0,0
8207,165,7,1,1,0,0,0,0
8208,165,8,1,1,0,0,0,0
8209,165,9,1,1,0,0,0,0
8210,165,10,1,1,0,0,1,1
8211,165,11,8,2,1,1,0,0
8212,165,12,8,2,1,1,-1,0
8213,165,13,2,1,0,1,0,0
8214,165,14,2,1,0,1,0,0
8215,165,15,2,1,0,1,0,0
8216,165,16,2,1,0,1,0,0
8217,165,17,2,1,0,1,1,0
8218,165,18,8,2,1,1,-1,0
8219,165,19,2,1,0,1,0,0
8220,165,20,2,1,0,1,0,0
8221,165,21,6,2,0,1,0,0
8222,165,22,6,2,0,1,0,-1
8223,165,23,5,2,0,0,0,0
8224,165,24,5,2,0,0,1,0
8225,165,25,7,2,1,0,0,0
8226,165,26,7,2,1,0,-1,0
8227,165,27,1,1,0,0,1,0
8228,165,28,3,1,1,0,0,0
8229,165,29,3,1,1,0,-1,1
8230,165,30,2,1,0,1,0,0
8231,165,31,2,1,0,1,0,0
8232,165,32,2,1,0,1,0,-1
8233,165,33,1,1,0,0,0,0
8234,165,34,1,1,0,0,0,0
8235,165,35,1,1,0,0,1,0
8236,165,36,7,2,1,0,-1,1
8237,165,37,6,2,0,1,1,0
8238,165,38,8,2,1,1,0,0
8239,165,39,4,1,1,1,0,-1
8240,165,40,7,2,1,0,0,1
8241,165,41,4,1,1,1,0,0
8242,165,42,4,1,1,1,-1,0
8243,165,43,2,1,0,1,0,-1
8244,165,44,5,2,0,0,0,1
8245,165,45,2,1,0,1,0,0
8246,165,46,2,1,0,1,0,-1
8247,165,47,1,1,0,0,0,0
8248,165,48,1,1,0,0,0,0
8249,165,49,1,1,0,0,0,0
8250,165,50,1,1,0,0,0,1
8251,166,1,3,1,1,0,0,0
8252,166,2,7,2,1,0,-1,1
8253,166,3,2,1,0,1,1,0
8254,166,4,4,1,1,1,-1,0
8255,166,5,2,1,0,1,0,0
8256,166,6,6,2,0,1,0,0
8257,166,7,2,1,0,1,0,-1
8258,166,8,5,2,0,0,0,0
8259,166,9,1,1,0,0,0,0
8260,166,10,5,2,0,0,1,0
8261,166,11,3,1,1,0,0,0
8262,166,12,7,2,1,0,-1,0
8263,166,13,1,1,0,0,0,0
8264,166,14,1,1,0,0,0,0
8265,166,15,1,1,0,0,0,1
8266,166,16,2,1,0,1,0,0
8267,166,17,2,1,0,1,1,0
8268,166,18,4,1,1,1,0,0
8269,166,19,4,1,1,1,0,-1
8270,166,20,3,1,1,0,0,0
8271,166,21,7,2,1,0,-1,1
8272,166,22,6,2,0,1,1,-1
8273,166,23,7,2,1,0,0,0
8274,166,24,7,2,1,0,0,0
8275,166,25,3,1,1,0,0,0
8276,166,26,3,1,1,0,0,0
8277,166,27,3,1,1,0,-1,1
8278,166,28,2,1,0,1,1,0
8279,166,29,4,1,1,1,0,0
8280,166,30,4,1,1,1,0,0
8281,166,31,4,1,1,1,0,0
8282,166,32,8,2,1,1,0,-1
8283,166,33,3,1,1,0,0,0
8284,166,34,3,1,1,0,0,0
8285,166,35,3,1,1,0,0,0
8286,166,36,3,1,1,0,0,0
8287,166,37,3,1,1,0,0,0
8288,166,38,3,1,1,0,-1,0
8289,166,39,1,1,0,0,0,1
8290,166,40,2,1,0,1,1,-1
8291,166,41,7,2,1,0,0,0
8292,166,42,7,2,1,0,0,0
8293,166,43,7,2,1,0,0,1
8294,166,44,4,1,1,1,0,0
8295,166,45,4,1,1,1,0,0
8296,166,46,8,2,1,1,0,0
8297,166,47,8,2,1,1,0,-1
8298,166,48,7,2,1,0,0,0
8299,166,49,7,2,1,0,0,0
8300,166,50,7,2,1,0,0,0
8301,167,1,3,1,1,0,0,1
8302,167,2,4,1,1,1,0,0
8303,167,3,4,1,1,1,0,0
8304,167,4,8,2,1,1,-1,0
8305,167,5,6,2,0,1,0,-1
8306,167,6,5,2,0,0,0,0
8307,167,7,5,2,0,0,0,0
8308,167,8,5,2,0,0,0,0
8309,167,9,5,2,0,0,0,0
8310,167,10,1,1,0,0,0,1
8311,167,11,2,1,0,1,0,-1
8312,167,12,1,1,0,0,0,0
8313,167,13,5,2,0,0,0,0
8314,167,14,5,2,0,0,0,0
8315,167,15,5,2,0,0,0,0
8316,167,16,1,1,0,0,1,0
8317,167,17,3,1,1,0,0,0
8318,167,18,3,1,1,0,0,1
8319,167,19,4,1,1,1,0,0
8320,167,20,4,1,1,1,0,0
8321,167,21,4,1,1,1,0,0
8322,167,22,8,2,1,1,0,-1
8323,167,23,3,1,1,0,0,0
8324,167,24,3,1,1,0,0,0
8325,167,25,3,1,1,0,0,1
8326,167,26,4,1,1,1,0,0
8327,167,27,4,1,1,1,0,0
8328,167,28,4,1,1,1,0,0
8329,167,29,4,1,1,1,0,0
8330,167,30,4,1,1,1,0,0
8331,167,31,4,1,1,1,-1,0
8332,167,32,2,1,0,1,0,0
8333,167,33,2,1,0,1,0,-1
8334,167,34,1,1,0,0,1,0
8335,167,35,7,2,1,0,0,1
8336,167,36,4,1,1,1,0,0
8337,167,37,4,1,1,1,0,0
8338,167,38,8,2,1,1,0,0
8339,167,39,4,1,1,1,0,0
8340,167,40,4,1,1,1,-1,0
8341,167,41,2,1,0,1,0,-1
8342,167,42,1,1,0,0,0,0
8343,167,43,1,1,0,0,0,1
8344,167,44,2,1,0,1,1,0
8345,167,45,4,1,1,1,0,0
8346,167,46,4,1,1,1,0,0
8347,167,47,8,2,1,1,-1,-1
8348,167,48,1,1,0,0,0,0
8349,167,49,1,1,0,0,1,0
