HospitalID,Prefecture,CityCode,SecondaryAreaName,SecondaryAreaCode,Management,Kyukyu,Kinou,Sien,Hyoka,DepNeurology,DepNeurosurgery,NumBeds,MRINumOwn,Tesla,Population,Menseki,PopDensity,TaxableIncome,MRIOwnDum
2673,東京都,13120,区西北部,1305,医療法人,0,0,0,0,0,0,0,0,NA,716124,48.16,14869.7,3962,0
2674,東京都,13120,区西北部,1305,医療法人,1,0,0,0,1,0,94,0,NA,716124,48.16,14869.7,3962,0
2675,東京都,13120,区西北部,1305,医療法人,0,0,0,0,0,0,42,0,NA,716124,48.16,14869.7,3962,0
2676,東京都,13120,区西北部,1305,医療法人,0,0,0,0,0,0,31,0,NA,716124,48.16,14869.7,3962,0
2677,東京都,13120,区西北部,1305,医療法人,0,0,0,0,0,0,0,0,NA,716124,48.16,14869.7,3962,0
2678,東京都,13120,区西北部,1305,医療法人,1,0,0,0,0,0,32,0,NA,716124,48.16,14869.7,3962,0
2679,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,8,1,0,683426,53.2,12846.4,3235,1
2680,東京都,13121,区東北部,1306,医療法人,1,0,0,1,0,1,85,1,0,683426,53.2,12846.4,3235,1
2681,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,0,53,1,0,683426,53.2,12846.4,3235,1
2682,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,1,120,1,0,683426,53.2,12846.4,3235,1
2683,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,21,1,1,683426,53.2,12846.4,3235,1
2684,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,1,58,1,0,683426,53.2,12846.4,3235,1
2685,東京都,13121,区東北部,1306,NA,0,0,0,0,0,0,224,1,2,683426,53.2,12846.4,3235,1
2686,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,0,91,1,0,683426,53.2,12846.4,3235,1
2687,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,1,45,1,0,683426,53.2,12846.4,3235,1
2688,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,0,38,1,0,683426,53.2,12846.4,3235,1
2689,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,0,1,2,683426,53.2,12846.4,3235,1
2690,東京都,13121,区東北部,1306,医療法人,1,0,0,1,0,1,192,0,NA,683426,53.2,12846.4,3235,0
2691,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,1,56,0,NA,683426,53.2,12846.4,3235,0
2692,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,111,0,NA,683426,53.2,12846.4,3235,0
2693,東京都,13121,区東北部,1306,医療法人,1,0,0,1,0,0,54,0,NA,683426,53.2,12846.4,3235,0
2694,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,1,92,0,NA,683426,53.2,12846.4,3235,0
2695,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,100,0,NA,683426,53.2,12846.4,3235,0
2696,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,1,60,0,NA,683426,53.2,12846.4,3235,0
2697,東京都,13121,区東北部,1306,医療法人,1,0,0,0,1,1,135,0,NA,683426,53.2,12846.4,3235,0
2698,東京都,13121,区東北部,1306,社会福祉法人,1,0,0,0,0,0,52,0,NA,683426,53.2,12846.4,3235,0
2699,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,100,0,NA,683426,53.2,12846.4,3235,0
2700,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,0,98,0,NA,683426,53.2,12846.4,3235,0
2701,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,0,0,NA,683426,53.2,12846.4,3235,0
2702,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,0,50,0,NA,683426,53.2,12846.4,3235,0
2703,東京都,13121,区東北部,1306,個人,0,0,0,0,0,0,49,0,NA,683426,53.2,12846.4,3235,0
2704,東京都,13121,区東北部,1306,個人,0,0,0,0,0,0,57,0,NA,683426,53.2,12846.4,3235,0
2705,東京都,13121,区東北部,1306,医療法人,0,0,0,1,0,0,0,0,NA,683426,53.2,12846.4,3235,0
2706,東京都,13121,区東北部,1306,医療法人,0,0,0,0,1,0,75,0,NA,683426,53.2,12846.4,3235,0
2707,東京都,13121,区東北部,1306,医療法人,1,0,0,0,1,1,122,0,NA,683426,53.2,12846.4,3235,0
2708,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,1,140,0,NA,683426,53.2,12846.4,3235,0
2709,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,1,217,0,NA,683426,53.2,12846.4,3235,0
2710,東京都,13121,区東北部,1306,医療法人,0,0,0,1,0,0,37,0,NA,683426,53.2,12846.4,3235,0
2711,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,50,0,NA,683426,53.2,12846.4,3235,0
2712,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,0,0,NA,683426,53.2,12846.4,3235,0
2713,東京都,13121,区東北部,1306,医療法人,1,0,0,0,1,0,144,0,NA,683426,53.2,12846.4,3235,0
2714,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,0,0,NA,683426,53.2,12846.4,3235,0
2715,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,48,0,NA,683426,53.2,12846.4,3235,0
2716,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,1,317,0,NA,683426,53.2,12846.4,3235,0
2717,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,0,0,NA,683426,53.2,12846.4,3235,0
2718,東京都,13121,区東北部,1306,医療法人,1,0,0,0,1,0,60,0,NA,683426,53.2,12846.4,3235,0
2719,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,30,0,NA,683426,53.2,12846.4,3235,0
2720,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,0,45,0,NA,683426,53.2,12846.4,3235,0
2721,東京都,13121,区東北部,1306,財団,0,0,0,0,0,0,0,0,NA,683426,53.2,12846.4,3235,0
2722,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,32,0,NA,683426,53.2,12846.4,3235,0
2723,東京都,13121,区東北部,1306,財団,1,0,0,0,1,1,341,0,NA,683426,53.2,12846.4,3235,0
2724,東京都,13121,区東北部,1306,財団,0,0,0,0,0,0,0,0,NA,683426,53.2,12846.4,3235,0
2725,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,0,24,0,NA,683426,53.2,12846.4,3235,0
2726,東京都,13121,区東北部,1306,医療法人,1,0,0,0,0,1,138,0,NA,683426,53.2,12846.4,3235,0
2727,東京都,13121,区東北部,1306,個人,0,0,0,0,0,0,0,0,NA,683426,53.2,12846.4,3235,0
2728,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,169,1,2,683426,53.2,12846.4,3235,1
2729,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,192,1,2,683426,53.2,12846.4,3235,1
2730,東京都,13121,区東北部,1306,医療法人,0,0,0,0,0,0,217,1,2,683426,53.2,12846.4,3235,1
2731,東京都,13122,区東北部,1306,医療法人,1,0,0,0,0,0,176,1,1,442586,34.79,12721.6,3303,1
2732,東京都,13122,区東北部,1306,医療法人,0,0,0,0,0,0,113,2,1,442586,34.79,12721.6,3303,1
2733,東京都,13122,区東北部,1306,医療法人,0,0,0,0,0,0,0,1,0,442586,34.79,12721.6,3303,1
2734,東京都,13122,区東北部,1306,医療法人,0,0,0,0,0,0,48,1,1,442586,34.79,12721.6,3303,1
2735,東京都,13122,区東北部,1306,財団,1,0,1,1,0,1,313,1,2,442586,34.79,12721.6,3303,1
2736,東京都,13122,区東北部,1306,医療法人,1,0,0,0,0,0,68,1,0,442586,34.79,12721.6,3303,1
2737,東京都,13122,区東北部,1306,私立学校法人,1,0,0,0,1,1,390,2,2,442586,34.79,12721.6,3303,1
2738,東京都,13122,区東北部,1306,医療法人,1,0,0,0,0,1,89,1,2,442586,34.79,12721.6,3303,1
2739,東京都,13122,区東北部,1306,国,0,0,0,0,0,0,38,0,NA,442586,34.79,12721.6,3303,0
2740,東京都,13122,区東北部,1306,医療法人,1,0,0,1,1,0,44,0,NA,442586,34.79,12721.6,3303,0
2741,東京都,13122,区東北部,1306,日赤,1,0,0,1,0,1,180,0,NA,442586,34.79,12721.6,3303,0
2742,東京都,13122,区東北部,1306,医療法人,0,0,0,0,0,0,20,0,NA,442586,34.79,12721.6,3303,0
2743,東京都,13122,区東北部,1306,個人,0,0,0,0,0,0,0,0,NA,442586,34.79,12721.6,3303,0
2744,東京都,13122,区東北部,1306,個人,0,0,0,0,0,0,52,0,NA,442586,34.79,12721.6,3303,0
2745,東京都,13122,区東北部,1306,医療法人,0,0,0,0,1,0,21,0,NA,442586,34.79,12721.6,3303,0
2746,東京都,13122,区東北部,1306,社会福祉法人,0,0,0,0,0,0,42,0,NA,442586,34.79,12721.6,3303,0
2747,東京都,13122,区東北部,1306,医療法人,1,0,0,0,0,1,108,0,NA,442586,34.79,12721.6,3303,0
2748,東京都,13122,区東北部,1306,医療法人,0,0,0,1,0,0,26,0,NA,442586,34.79,12721.6,3303,0
2749,東京都,13122,区東北部,1306,医療生協,0,0,0,0,0,0,68,0,NA,442586,34.79,12721.6,3303,0
2750,東京都,13122,区東北部,1306,医療法人,1,0,0,0,0,1,99,0,NA,442586,34.79,12721.6,3303,0
2751,東京都,13123,区東部,1307,医療法人,1,0,0,0,0,1,92,1,0,678967,49.76,13644.8,3468,1
2752,東京都,13123,区東部,1307,個人,1,0,0,0,0,1,63,1,1,678967,49.76,13644.8,3468,1
2753,東京都,13123,区東部,1307,医療法人,1,0,0,0,0,0,105,1,2,678967,49.76,13644.8,3468,1
2754,東京都,13123,区東部,1307,医療法人,1,0,0,0,0,1,59,1,0,678967,49.76,13644.8,3468,1
2755,東京都,13123,区東部,1307,社会福祉法人,1,0,0,1,1,1,318,1,2,678967,49.76,13644.8,3468,1
2756,東京都,13123,区東部,1307,医療法人,1,0,0,1,1,0,60,1,2,678967,49.76,13644.8,3468,1
2757,東京都,13123,区東部,1307,個人,0,0,0,0,1,0,100,1,0,678967,49.76,13644.8,3468,1
2758,東京都,13123,区東部,1307,私学共済,1,0,0,1,1,1,400,2,2,678967,49.76,13644.8,3468,1
2759,東京都,13123,区東部,1307,医療法人,1,0,0,0,0,0,32,1,2,678967,49.76,13644.8,3468,1
2760,東京都,13123,区東部,1307,医療法人,0,0,0,0,0,1,47,1,2,678967,49.76,13644.8,3468,1
2761,東京都,13123,区東部,1307,医療法人,1,0,0,1,1,1,155,2,1,678967,49.76,13644.8,3468,1
2762,東京都,13123,区東部,1307,医療法人,1,0,0,0,0,0,50,0,NA,678967,49.76,13644.8,3468,0
2763,東京都,13123,区東部,1307,医療法人,0,0,0,0,0,0,40,0,NA,678967,49.76,13644.8,3468,0
2764,東京都,13123,区東部,1307,医療法人,0,0,0,0,0,0,0,0,NA,678967,49.76,13644.8,3468,0
2765,東京都,13123,区東部,1307,個人,0,0,0,0,0,0,39,0,NA,678967,49.76,13644.8,3468,0
2766,東京都,13123,区東部,1307,個人,0,0,0,0,0,0,33,0,NA,678967,49.76,13644.8,3468,0
2767,東京都,13123,区東部,1307,医療法人,1,0,0,0,0,0,29,0,NA,678967,49.76,13644.8,3468,0
2768,東京都,13123,区東部,1307,医療法人,0,0,0,0,0,0,0,0,NA,678967,49.76,13644.8,3468,0
2769,東京都,13123,区東部,1307,医療法人,0,0,0,0,0,0,0,0,NA,678967,49.76,13644.8,3468,0
2770,東京都,13123,区東部,1307,医療法人,1,0,0,1,0,1,157,0,NA,678967,49.76,13644.8,3468,0
2771,東京都,13123,区東部,1307,個人,1,0,0,0,0,0,57,0,NA,678967,49.76,13644.8,3468,0
2772,東京都,13201,南多摩,1309,私立学校法人,1,0,0,1,1,1,500,2,2,580053,186.31,3113.4,3506,1
2773,東京都,13201,南多摩,1309,医療法人,1,0,0,1,0,1,110,2,2,580053,186.31,3113.4,3506,1
2774,東京都,13201,南多摩,1309,医療法人,1,0,0,0,1,1,45,2,1,580053,186.31,3113.4,3506,1
2775,東京都,13201,南多摩,1309,国,0,0,0,0,0,0,0,1,2,580053,186.31,3113.4,3506,1
2776,東京都,13201,南多摩,1309,医療法人,1,0,0,1,0,1,177,1,2,580053,186.31,3113.4,3506,1
2777,東京都,13201,南多摩,1309,医療法人,1,0,0,0,0,1,122,3,1,580053,186.31,3113.4,3506,1
2778,東京都,13201,南多摩,1309,国保連,1,0,0,1,1,0,170,1,2,580053,186.31,3113.4,3506,1
2779,東京都,13201,南多摩,1309,私立学校法人,1,0,0,1,1,1,613,4,2,580053,186.31,3113.4,3506,1
2780,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2781,東京都,13201,南多摩,1309,個人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2782,東京都,13201,南多摩,1309,医療法人,0,0,0,1,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2783,東京都,13201,南多摩,1309,医療法人,0,0,0,1,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2784,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2785,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2786,東京都,13201,南多摩,1309,医療法人,1,0,0,0,0,1,157,0,NA,580053,186.31,3113.4,3506,0
2787,東京都,13201,南多摩,1309,財団,1,0,0,0,0,1,119,0,NA,580053,186.31,3113.4,3506,0
2788,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,61,0,NA,580053,186.31,3113.4,3506,0
2789,東京都,13201,南多摩,1309,医療法人,0,0,0,1,0,0,82,0,NA,580053,186.31,3113.4,3506,0
2790,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2791,東京都,13201,南多摩,1309,医療生協,0,0,0,0,0,0,41,0,NA,580053,186.31,3113.4,3506,0
2792,東京都,13201,南多摩,1309,個人,1,0,0,0,0,0,60,0,NA,580053,186.31,3113.4,3506,0
2793,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,45,0,NA,580053,186.31,3113.4,3506,0
2794,東京都,13201,南多摩,1309,医療法人,0,0,0,1,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2795,東京都,13201,南多摩,1309,医療法人,0,0,0,1,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2796,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,42,0,NA,580053,186.31,3113.4,3506,0
2797,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2798,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,54,0,NA,580053,186.31,3113.4,3506,0
2799,東京都,13201,南多摩,1309,医療法人,0,0,0,1,0,0,98,0,NA,580053,186.31,3113.4,3506,0
2800,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,170,0,NA,580053,186.31,3113.4,3506,0
2801,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,40,0,NA,580053,186.31,3113.4,3506,0
2802,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2803,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2804,東京都,13201,南多摩,1309,個人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2805,東京都,13201,南多摩,1309,医療生協,0,0,0,1,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2806,東京都,13201,南多摩,1309,財団,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2807,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2808,東京都,13201,南多摩,1309,都道府県,1,0,0,0,0,0,90,0,NA,580053,186.31,3113.4,3506,0
2809,東京都,13201,南多摩,1309,個人,0,0,0,0,0,0,24,0,NA,580053,186.31,3113.4,3506,0
2810,東京都,13201,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2811,東京都,13201,南多摩,1309,医療法人,0,0,0,1,1,0,146,0,NA,580053,186.31,3113.4,3506,0
2812,東京都,13201,南多摩,1309,個人,0,0,0,0,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2813,東京都,13201,南多摩,1309,個人,1,0,0,0,0,0,81,0,NA,580053,186.31,3113.4,3506,0
2814,東京都,13201,南多摩,1309,医療法人,0,0,0,1,0,0,0,0,NA,580053,186.31,3113.4,3506,0
2815,東京都,13202,北多摩西部,1310,国（独立行政法人）,1,0,0,1,1,1,455,2,1,179668,24.38,7369.5,3496,1
2816,東京都,13202,北多摩西部,1310,医療法人,1,0,0,0,1,0,50,1,0,179668,24.38,7369.5,3496,1
2817,東京都,13202,北多摩西部,1310,医療法人,1,0,0,0,0,0,59,1,1,179668,24.38,7369.5,3496,1
2818,東京都,13202,北多摩西部,1310,共済,1,0,0,1,0,1,431,2,2,179668,24.38,7369.5,3496,1
2819,東京都,13202,北多摩西部,1310,医療法人,1,0,0,1,1,0,345,1,1,179668,24.38,7369.5,3496,1
2820,東京都,13202,北多摩西部,1310,医療法人,0,0,0,0,0,0,35,0,NA,179668,24.38,7369.5,3496,0
2821,東京都,13202,北多摩西部,1310,個人,0,0,0,0,0,0,0,0,NA,179668,24.38,7369.5,3496,0
2822,東京都,13203,北多摩南部,1311,医療法人,1,0,0,1,0,1,103,1,2,138734,10.73,12929.5,4696,1
2823,東京都,13203,北多摩南部,1311,医療法人,1,0,0,0,0,1,127,1,1,138734,10.73,12929.5,4696,1
2824,東京都,13203,北多摩南部,1311,日赤,1,0,1,1,1,1,591,2,2,138734,10.73,12929.5,4696,1
2825,東京都,13203,北多摩南部,1311,個人,1,0,0,0,0,1,91,0,NA,138734,10.73,12929.5,4696,0
2826,東京都,13203,北多摩南部,1311,医療法人,1,0,0,0,0,0,28,0,NA,138734,10.73,12929.5,4696,0
2827,東京都,13203,北多摩南部,1311,医療法人,1,0,0,1,0,0,51,0,NA,138734,10.73,12929.5,4696,0
2828,東京都,13203,北多摩南部,1311,個人,1,0,0,0,0,0,46,0,NA,138734,10.73,12929.5,4696,0
2829,東京都,13203,北多摩南部,1311,医療法人,1,0,0,0,0,0,59,0,NA,138734,10.73,12929.5,4696,0
2830,東京都,13203,北多摩南部,1311,医療法人,0,0,0,0,0,0,0,0,NA,138734,10.73,12929.5,4696,0
2831,東京都,13203,北多摩南部,1311,財団,0,0,0,0,0,0,0,0,NA,138734,10.73,12929.5,4696,0
2832,東京都,13204,北多摩南部,1311,医療法人,1,0,0,1,0,0,81,1,1,186083,16.5,11277.8,4094,1
2833,東京都,13204,北多摩南部,1311,私立学校法人,1,1,0,1,1,1,1121,3,2,186083,16.5,11277.8,4094,1
2834,東京都,13204,北多摩南部,1311,医療法人,1,0,0,1,1,1,122,0,NA,186083,16.5,11277.8,4094,0
2835,東京都,13204,北多摩南部,1311,医療法人,1,0,0,0,0,0,42,0,NA,186083,16.5,11277.8,4094,0
2836,東京都,13204,北多摩南部,1311,医療法人,0,0,0,0,0,0,47,0,NA,186083,16.5,11277.8,4094,0
2837,東京都,13204,北多摩南部,1311,医療法人,0,0,0,0,0,0,0,0,NA,186083,16.5,11277.8,4094,0
2838,東京都,13204,北多摩南部,1311,医療法人,0,0,0,0,0,0,0,0,NA,186083,16.5,11277.8,4094,0
2839,東京都,13204,北多摩南部,1311,財団,0,0,0,1,0,0,0,0,NA,186083,16.5,11277.8,4094,0
2840,東京都,13204,北多摩南部,1311,医療法人,0,0,0,0,1,0,31,0,NA,186083,16.5,11277.8,4094,0
2841,東京都,13205,西多摩,1308,医療法人,1,0,0,1,0,0,180,2,1,139339,103.26,1349.4,3177,1
2842,東京都,13205,西多摩,1308,市町村,1,0,0,1,1,1,508,2,2,139339,103.26,1349.4,3177,1
2843,東京都,13205,西多摩,1308,医療法人,0,0,0,0,0,0,0,0,NA,139339,103.26,1349.4,3177,0
2844,東京都,13205,西多摩,1308,医療法人,0,0,0,0,0,0,0,0,NA,139339,103.26,1349.4,3177,0
2845,東京都,13205,西多摩,1308,医療法人,0,0,0,0,0,0,0,0,NA,139339,103.26,1349.4,3177,0
2846,東京都,13205,西多摩,1308,医療法人,0,0,0,0,0,0,0,0,NA,139339,103.26,1349.4,3177,0
2847,東京都,13205,西多摩,1308,医療法人,0,0,0,0,0,0,0,0,NA,139339,103.26,1349.4,3177,0
2848,東京都,13205,西多摩,1308,医療法人,0,0,0,0,0,0,0,0,NA,139339,103.26,1349.4,3177,0
2849,東京都,13205,西多摩,1308,医療法人,0,0,0,0,1,0,0,0,NA,139339,103.26,1349.4,3177,0
2850,東京都,13205,西多摩,1308,医療法人,0,0,0,0,0,0,2,0,NA,139339,103.26,1349.4,3177,0
2851,東京都,13205,西多摩,1308,個人,0,0,0,0,0,0,0,0,NA,139339,103.26,1349.4,3177,0
2852,東京都,13205,西多摩,1308,医療法人,0,0,0,0,0,0,0,0,NA,139339,103.26,1349.4,3177,0
2853,東京都,13205,西多摩,1308,医療法人,0,0,0,0,0,0,24,0,NA,139339,103.26,1349.4,3177,0
2854,東京都,13205,西多摩,1308,医療法人,0,0,0,0,0,0,0,0,NA,139339,103.26,1349.4,3177,0
2855,東京都,13205,西多摩,1308,医療法人,0,0,0,0,0,0,0,0,NA,139339,103.26,1349.4,3177,0
2856,東京都,13206,北多摩南部,1311,財団,1,0,1,0,0,0,320,1,2,255506,29.34,8708.5,3744,1
2857,東京都,13206,北多摩南部,1311,都道府県,0,0,0,1,0,1,304,1,2,255506,29.34,8708.5,3744,1
2858,東京都,13206,北多摩南部,1311,医療法人,1,0,0,1,1,1,172,1,2,255506,29.34,8708.5,3744,1
2859,東京都,13206,北多摩南部,1311,都道府県,1,0,0,1,0,1,737,2,2,255506,29.34,8708.5,3744,1
2860,東京都,13206,北多摩南部,1311,医療法人,0,0,0,0,0,0,0,0,NA,255506,29.34,8708.5,3744,0
2861,東京都,13206,北多摩南部,1311,医療法人,0,0,0,0,0,0,40,0,NA,255506,29.34,8708.5,3744,0
2862,東京都,13206,北多摩南部,1311,医療法人,0,0,0,0,0,0,0,0,NA,255506,29.34,8708.5,3744,0
2863,東京都,13206,北多摩南部,1311,医療法人,0,0,0,0,0,0,78,0,NA,255506,29.34,8708.5,3744,0
2864,東京都,13206,北多摩南部,1311,医療法人,0,0,0,0,0,0,0,0,NA,255506,29.34,8708.5,3744,0
2865,東京都,13206,北多摩南部,1311,医療法人,0,0,0,0,0,0,0,0,NA,255506,29.34,8708.5,3744,0
2866,東京都,13206,北多摩南部,1311,医療法人,1,0,0,0,0,0,60,0,NA,255506,29.34,8708.5,3744,0
2867,東京都,13206,北多摩南部,1311,国,0,0,0,0,0,0,82,0,NA,255506,29.34,8708.5,3744,0
2868,東京都,13206,北多摩南部,1311,医療法人,1,0,0,0,0,0,102,0,NA,255506,29.34,8708.5,3744,0
2869,東京都,13206,北多摩南部,1311,都道府県,0,0,0,0,0,1,260,0,NA,255506,29.34,8708.5,3744,0
2870,東京都,13207,北多摩西部,1310,医療法人,1,0,0,0,0,0,33,2,2,112297,17.33,6479.9,3277,1
2871,東京都,13207,北多摩西部,1310,社会福祉法人,1,0,0,1,0,0,199,2,2,112297,17.33,6479.9,3277,1
2872,東京都,13207,北多摩西部,1310,医療法人,1,0,0,0,1,1,311,0,NA,112297,17.33,6479.9,3277,0
2873,東京都,13207,北多摩西部,1310,個人,1,0,0,0,0,1,94,0,NA,112297,17.33,6479.9,3277,0
2874,東京都,13207,北多摩西部,1310,医療法人,1,0,0,0,0,0,60,0,NA,112297,17.33,6479.9,3277,0
2875,東京都,13207,北多摩西部,1310,医療法人,0,0,0,0,0,0,0,0,NA,112297,17.33,6479.9,3277,0
2876,東京都,13207,北多摩西部,1310,医療法人,1,0,0,0,0,0,51,0,NA,112297,17.33,6479.9,3277,0
2877,東京都,13208,北多摩南部,1311,医療法人,1,0,0,1,0,1,128,1,1,223593,21.53,10385.2,3914,1
2878,東京都,13208,北多摩南部,1311,医療法人,0,0,0,0,0,0,0,0,NA,223593,21.53,10385.2,3914,0
2879,東京都,13208,北多摩南部,1311,医療法人,0,0,0,1,0,0,0,0,NA,223593,21.53,10385.2,3914,0
2880,東京都,13208,北多摩南部,1311,医療法人,1,0,0,1,0,1,179,0,NA,223593,21.53,10385.2,3914,0
2881,東京都,13208,北多摩南部,1311,医療法人,0,0,0,0,0,0,0,0,NA,223593,21.53,10385.2,3914,0
2882,東京都,13208,北多摩南部,1311,医療法人,0,0,0,0,0,0,61,0,NA,223593,21.53,10385.2,3914,0
2883,東京都,13208,北多摩南部,1311,医療法人,0,0,0,1,1,0,83,0,NA,223593,21.53,10385.2,3914,0
2884,東京都,13208,北多摩南部,1311,医療法人,0,0,0,0,0,0,50,0,NA,223593,21.53,10385.2,3914,0
2885,東京都,13209,南多摩,1309,医療法人,0,0,0,0,0,0,0,1,1,426987,71.63,5961,3805,1
2886,東京都,13209,南多摩,1309,市町村,0,0,0,0,0,0,50,2,2,426987,71.63,5961,3805,1
2887,東京都,13209,南多摩,1309,医療法人,0,0,0,0,1,1,200,1,2,426987,71.63,5961,3805,1
2888,東京都,13209,南多摩,1309,医療法人,1,0,0,0,0,1,196,1,2,426987,71.63,5961,3805,1
2889,東京都,13209,南多摩,1309,医療法人,1,0,0,1,1,0,26,0,NA,426987,71.63,5961,3805,0
2890,東京都,13209,南多摩,1309,更生保護法人（公益法人）,1,0,0,0,0,1,180,0,NA,426987,71.63,5961,3805,0
2891,東京都,13209,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,426987,71.63,5961,3805,0
2892,東京都,13209,南多摩,1309,医療法人,0,0,0,0,0,0,56,0,NA,426987,71.63,5961,3805,0
2893,東京都,13209,南多摩,1309,医療法人,1,0,0,0,0,0,98,0,NA,426987,71.63,5961,3805,0
2894,東京都,13209,南多摩,1309,医療法人,1,0,0,1,0,1,458,0,NA,426987,71.63,5961,3805,0
2895,東京都,13209,南多摩,1309,医療法人,1,0,0,0,0,1,120,0,NA,426987,71.63,5961,3805,0
2896,東京都,13209,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,426987,71.63,5961,3805,0
2897,東京都,13209,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,426987,71.63,5961,3805,0
2898,東京都,13209,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,426987,71.63,5961,3805,0
2899,東京都,13209,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,426987,71.63,5961,3805,0
2900,東京都,13209,南多摩,1309,医療法人,0,0,0,0,0,0,81,0,NA,426987,71.63,5961,3805,0
2901,東京都,13209,南多摩,1309,医療法人,0,0,0,0,0,0,113,0,NA,426987,71.63,5961,3805,0
2902,東京都,13209,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,426987,71.63,5961,3805,0
2903,東京都,13209,南多摩,1309,財団,0,0,0,0,0,0,0,0,NA,426987,71.63,5961,3805,0
2904,東京都,13209,南多摩,1309,医療法人,0,0,0,0,0,0,0,0,NA,426987,71.63,5961,3805,0
2905,東京都,13210,北多摩南部,1311,社会福祉法人,0,0,0,0,0,1,167,1,0,118852,11.33,10490,4104,1
2906,東京都,13210,北多摩南部,1311,医療法人,1,0,0,0,0,0,55,0,NA,118852,11.33,10490,4104,0
2907,東京都,13210,北多摩南部,1311,医療法人,0,0,0,0,0,0,0,0,NA,118852,11.33,10490,4104,0
2908,東京都,13210,北多摩南部,1311,医療法人,0,0,0,0,0,0,38,0,NA,118852,11.33,10490,4104,0
